Date;Time;Location;Operator;Starting point;Route;Type;Aboard;Fatalities;Summary;Loc_Latitude;Loc_Longitude;Start_Latitude;Start_Longitude;Temp_Max;Temp_Min;Precipitation;Wind_Max;Cloud_Cover;Pressure;General_Conditions
1945-08-01;21:16:00;Port of Spain, Trinidad;Pan American World Airways;Miami ;Miami - Leopoldville;Martin M-130 (flying boat);30;23;The aircraft crashed 1.25 miles short of the intended landing area in a nose-down attitude at too great a speed and broke up in the water. The first officer's failure to realize his proximity to the water and to correct his attitude for a normal landing and the lack of adequate supervision by the captain during the landing, resulting in the inadvertent flight into the water in excess of normal landing speed and in a nose-down attitude. The aircraft was named China Clipper.;10,6506035;-61,5165737;25,7741566;-80,1935973;29,6;22,2;11,1;7,7;93;1009,1;"Heavy Rain; Overcast"
1945-10-01;04:10:00;Burbank, California;American Airlines;New York City ;New York City - Juarez, Mexico - Burbank;Douglas DC-3;24;24;The aircraft, lost in fog, crashed into the Verdugo Mountains,  while attempting to reach Palmdale Airport, its alternate landing site, after being unable to land at Burbank Airport. The company ground personnel failed to obtain and transmit important weather to the pilot. Improperly executed missed approach by the pilot. Actress Donna Reed was returning from Juarez where she obtained a divorce from her husband but was bumped from the flight just prior to takeoff  to make room for a military officer holding a wartime-travel priority pass.;34,1812089;-118,307201;40,7127281;-74,0060152;32,1;16,1;0;16,9;0;988,3;Clear
1945-01-14;;China;China National Aviation Corporation;;;Douglas C-47;6;4;The cargo plane struck a mountain.;35,000074;104,999927;;;-8,6;-20;0;10,8;31;800,2;Partly Cloudy
1945-01-16;;Near Kunming, China;China National Aviation Corporation;Chongqing ;Chongqing - Kunming;Douglas C-47;3;3;;25,0363006;102,7086139;30,05518;107,8748712;11,5;3;0,1;15,1;92;813,4;"Rain; Overcast"
1945-01-23;;Timor, Indonesia;Military - Royal Australian Air Force;;;Consolidated Liberator;11;11;;-9,3460171;124,6370774;;;27,8;20,5;25;4,6;98;953,5;"Heavy Rain; Overcast"
1945-01-31;;Redesdale, Australia;Australian National Airways;;;Stinson Model A;10;10;;-37,020796;144,5315217;;;19,2;9,1;0;25,6;39;981,7;Partly Cloudy
1945-02-02;10:15:00;Near Montieri, Italy;Military - U.S. Army Air Forces;;;Douglas C-47-DL;26;23;Crashed into a hill after encountering a fog bank and not climbing in sufficient time to avoid the terrain.;43,1306766;11,0162788;;;8,6;0,1;0;7,4;72;940,4;Mostly Cloudy
1945-06-02;10:05:00;Nunters Burgh, England;Military -Royal Air Force;;;Douglas C-47 Dakota;23;23;Struck a mountain while flying in low clouds and poor visibility.;52,5310214;-1,2649062;;;15,5;9,6;0,5;26,3;51;1003,6;"Rain; Mostly Cloudy"
1945-02-13;06:30:00;Off Oakland, California;Military - U.S. Navy;;;Douglas R4D-6;24;24;Crashed into San Francisco bay shortly after taking off. The right wing struck to water as the plane made a wide turn.;37,8044557;-122,271356;;;15,7;10,3;0,5;16,3;89;1019,8;"Rain; Overcast"
1945-02-15;;Lagoa Santa, Brazil;Navegacao Aerea Brasileira;;;Lockheed 18 Loadstar;11;11;;-19,6357376;-43,8966132;;;27,8;18,7;0,5;12,5;62;931,1;"Rain; Mostly Cloudy"
1945-02-23;;Casablanca, Morocco;Military - United States Army Air Force;;;Curtiss C-46A;30;13;;33,5945144;-7,6200284;;;17,3;8,5;0,1;16,2;10;1019;"Rain; Clear"
1945-02-23;02:25:00;Marion, Virginia;American Airlines;New York City ;New York City - Los Angeles;Douglas DC-3;22;17;The aircraft flew into the summit of Glade mountain at 3,900 ft., in heavy rain and turbulence  while en route. The pilot's failure to properly  plan the flight and remain at a safe instrument altitude under existing conditions. A contributing cause of the accident was the company's laxity in dispatching and supervising the flight.;36,8331284;-81,519515;40,7127281;-74,0060152;8,9;0,5;0,6;25,2;46;939,8;"Rain; Partly Cloudy"
1945-03-27;;Coral Sea, off Australia;Military - U.S. Air Force;;;Douglas C-47A-90-DL;24;24;Disappeared en route.;-20;155;;;27;25,7;0,6;38,2;21;1012,2;"Rain; Windy; Partly Cloudy"
1945-09-04;;Kunming, China;China National Aviation Corporation;Kunming ;Kunming - Sichang;Douglas C-47;3;3;The cargo plane struck a mountain in the Himalayas under poor weather conditions.;25,0363006;102,7086139;25,0363006;102,7086139;20,6;16,2;24;6,2;84;812,1;"Heavy Rain; Overcast"
1945-04-14;16:58:00;Morgantown, West Virginia;Pennsylvania Central Airlines;Pittsburgh ;Pittsburgh - Morgantown;Douglas DC-3;20;20;The aircraft crashed against the slope of Cheat Mountain at 2,100 ft., 7 miles east northeast of Morgantown. The action of the pilot in continuing flight over mountainous terrain under instrument conditions, below the minimum authorized instrument altitude.;39,6296809;-79,9559437;40,4416941;-79,9900861;21,4;13,7;5,9;18,1;84;987,1;"Rain; Overcast"
1945-04-19;05:35:00;Near Perth, Australia;Military - U.S. Navy;;;Douglas DC-3;13;13;The transport crashed into a hillside as it took off in heavy fog at Guildford Airport.;-31,9558967;115,8605784;;;29,9;18,3;0;17,4;19;1014,9;Clear
1945-04-20;;;;;;Junkers JU-53/3m;18;18;Missing on an evacuation flight from Berlin to Munich.;;;;;;;;;;;Unknown
1945-04-20;06:40:00;Sweetwater, Texas;Military - U.S. Army Air Forces;Midland, TX ;Midland, TX - Nashville, TN;Douglas C-47-DL;25;25;Broke-up after entering an area of thunderstorms. Initial structural failure involved the elevator followed by the entire aircraft.;32,4709519;-100,405938;31,83688;-102,0103767;22,9;14,6;9;25,6;97;941,5;"Rain; Overcast"
1945-04-21;;Munchen, Germany;Deutsche Lufthansa;;;Focke-Wulf FW 200;21;21;;48,1371079;11,5753822;;;17,6;5,1;9,5;27,2;88;947,7;"Rain; Overcast"
1945-04-23;;North Barrule, Isle of Man, England;Military - U.S. Air Force;Ridgewell ;Ridgewell - Nutts Corner;B17G Flying Fortress;31;31;;54,2906567;-4,393427;52,0399976;0,5301223;5,3;3,6;0;19,7;27;956,5;Partly Cloudy
1945-04-27;12:40:00;Washington D.C.;Page Airways;Washington, D.C. ;Washington, D.C. - New York, Ny;Lockheed 18 Lodestar;13;6;Lost an engine during takeoff, settled back on the runway, overran the runway, rolled to the right and crashed into a drainage ditch and burned. Engine failure during a critical point in the take-off followed by the pilot executing an emergency landing under unfavorable conditions. Contributing factors were the strong gusts and ground turbulence which prevailed at the time and the presence of a deep ditch near the runway.;38,8950368;-77,0365427;38,8950368;-77,0365427;19,4;8,8;0;27,8;14;1007,3;Clear
1945-05-05;22:26:00;Manus Island, New Guinea;Military - U.S. Army Air Forces;;;Douglas C-54E-DO (DC-4);21;21;Crashed into a hill shortly after taking off from Sorido airstrip. Cause unknown.;-5,5479395;154,6117082;;;27,2;25,2;13,9;17,8;99;1007,1;"Heavy Rain; Overcast"
1945-06-05;12:55:00;Hindhead, England;Military - U.S. Army Air Forces;;;Curtiss-Wright C-46D-CU;30;30;Flying low because of poor visiblity, the aircraft struck a radar tower, lost its right wing, crashed and burned. Pilot error. Flying VFR in IFR conditions.;51,1132995;-0,7332662;;;15,8;8;1,2;30,3;99;986,3;"Rain; Windy; Overcast"
1945-09-05;01:30:00;Roye, France;Military -Royal Air Force;England ;England - Brussels;Avro Lancaster;31;31;The aircraft went in to a spin and crashed in a wooded area and caught fire.;49,6986186;2,7930755;52,5310214;-1,2649062;19,9;13,3;4,4;17,4;76;1007,7;"Rain; Mostly Cloudy"
1945-05-13;15:00:00;Netherlands, New Guinea;Military - U.S. Army Air Forces;;;Douglas C-47B-DK;23;20;Crashed into mountains.;52,2434979;5,6343227;;;27,8;13,4;0;29,3;9;1009,8;Clear
1945-05-30;09:20:00;Off Drewin, Ivory Coast;Military - U.S. Army Air Forces;Accra, Ghana ;Accra, Ghana - Monrovia, Liberia;Douglas C-47B-dK;21;21;Disappeared off the Atlanticoast after sending a distress message. A witness observed the plane hit the water at a 45 degree angle. No wreckage or bodies were ever found.;4,914172;-6,149344;5,5571096;-0,2012376;29;22,2;4,8;8,7;57;1010,1;"Rain; Mostly Cloudy"
1945-06-15;;China;China National Aviation Corporation;;;Douglas C-47;3;3;The aircraft crashed into a mountain in the Carstenz Range at an altitude of 14,200 ft. The wreckage was discovered in December 1970.;35,000074;104,999927;;;16,7;12,4;6,3;18,2;98;799,3;"Rain; Overcast"
1945-06-24;;Gealdton, Australia;MaRobertson Miller Airlines;;;de Havilland DH-86A;11;2;;-24,7761086;134,755;;;24,4;13,9;0;16,9;61;984,3;Mostly Cloudy
1945-06-25;07:50:00;Swanage, England;Military -Royal Air Force;;;Consolidated LB-30A Liberator;27;27;Crashed and burned on a hillside after experiencing engine failure.;50,6086976;-1,9571971;;;19,5;13,2;0,2;17,6;81;1027,2;"Rain; Overcast"
1945-06-29;;Bangalore, India;Military - Royal Indian Air Force;;;;2;2;Crashed into a village exploding and destoying several houses.;12,9767936;77,590082;;;28;18,8;1;20,3;76;908,7;"Rain; Mostly Cloudy"
1945-04-07;;North AtlantiOcean;Military -Royal Air Force;Montreal, Canada ;Montreal, Canada - England;Consolidated LB-30A Liberator;15;15;Disappeared on a trans-Atlantiflight from Montreal to England.;;;45,5031824;-73,5698065;;;;;;;Unknown
1945-11-07;;Near Kisumu, Kenya;Military - South African Air Force;;;Douglas C-47;28;28;Crashed shortly after take off into Lake Victoria.;-0,1029109;34,7541761;;;27,7;19,7;0,3;9,7;90;883,5;"Fog; Rain; Overcast"
1945-12-07;14:36:00;Near Florence, South Carolina;Eastern Air Lines / Military - U.S. Army Air Corps;Boston ;Boston - NY - Washington DC - Jacksonville - Miami;Douglas DC-3-201C /  Army A-26;10;3;After deviating off course 8 miles to avoid military traffic, the two planes collided at 3,000 ft. The commercial pilot landed the plane in a corn field.  Two occupants of the A-26 (33-35553) were killed and one parachuted safely. One infant was killed on the DC-3.  Lack of vigilance on the part  of the pilots of both aircraft, resulting in the failure of each pilot to see the other aircraft in time to  avoid a collision.;34,1984435;-79,7671658;42,3554334;-71,060511;13;3,3;0;16,6;41;1002,2;Partly Cloudy
1945-07-28;09:49:00;New York, New York;Military - U.S. Army Air Forces;;;North American B-25D bomber;3;3;A U.S. Army Air Force plane crashed into the 79th floor of the Empire State Building in heavy fog.  Lt. Col. William Franklin Smith Jr., the pilot, became disoriented while trying to land at Newark Airport.  Lt. Smith was told he had a 3 hour wait to land at Newark. Impatient to get his plane on the ground, he falsely declared he had official business at La Guardia Airport with the intention of diverting to Newark as soon as he was cleared. The 12 ton plane smashed a 20 ft. hole in the building. Fuel from the ruptured gas tanks poured out and set two floors ablaze killing 10 people. One engine exited the south side of the building and plunged into a penthouse below.  The second engine entered an elevator shaft and severed the cables plunging the car and the elevator operator 1,000 feet into a sub basement. Despite suffering a broken back and legs, she survived.;40,7127281;-74,0060152;;;23,5;19,1;0;17,3;97;1010,2;Overcast
1945-01-08;;Near San Luis Potosi, Mexico;Lineas Aereas Mineras;;;Boeing 247D;12;12;Crashed into mountainous terrain.;22,5000001;-100,4949145;;;21,7;4,5;0;12,2;34;838,9;Partly Cloudy
1945-03-08;10:11:00;Fort de France, Martinique;Pan American World Airways;Port of Spain ;Port of Spain - Fort de France;Sikorsky S-43 (flying boat);14;4;The aircraft crashed while landing at Fort de France. The plane sank and 4 passengers drowned. The attempt by the pilot to land the aircraft in conditions of water surface not suitable for landing of a flying boat.;14,6027962;-61,0676724;10,6572678;-61,5180173;27,4;22,7;0,7;20,6;36;1014,8;"Rain; Partly Cloudy"
1945-11-08;;Ixtaccihuati, Mexico;Mexicana;;;Douglas DC-2-243;16;16;Crashed in poor weather conditions.;23,6585116;-102,0077097;;;27;10,6;0;18,3;9;804,1;Clear
1945-07-09;02:13:00;Florence, South Carolina;Eastern Air Lines;Miami ;Miami - New York City;Douglas DC-3;22;22;Fire was discovered on board the aircraft after having passed Florence. The fire originated in the general area of the right side of the rear cargo compartment and lavatory. The aircraft descended to a lower altitude while returning to Florence, struck two large  trees and crashed.  A fire of undetermined origin in the rear cargo compartment or lavatory which resulted in the inability of the pilot to maintain altitude long enough to effect an emergency landing.;34,1984435;-79,7671658;25,7741566;-80,1935973;29,5;22,5;8,1;13,1;91;1011,2;"Rain; Overcast"
1945-11-09;10:15:00;Near Milne Bay, New Guinea;Military - Royal Australian Air Force;Milne Bay ;Milne Bay - Dobodura;Douglas C-47A;11;11;Left Milne Bay on routine flight  to Dobodura at 10:15. Crashed into sea near Milne Bay.;-10,2995589;150,4506641;-10,0226491;151,5800288;28;23,6;6,7;10,5;86;1001,4;"Rain; Overcast"
1945-09-15;00:08:00;Near Kansas, Missouri;Military - U.S. Army Air Forces;;;Douglas C-47B-DK;24;23;Failed to gain altitude while taking off, struck trees, lost both wings, exploded and burned. Engine failure.;39,100105;-94,5781416;;;24,4;10;0;10,2;44;987,6;Partly Cloudy
1945-09-18;;Puncak Jaya, Papua New Guinea;Military - Royal Australian Air Force;;;Douglas C-47B-5-DK;29;29;;-4,0786047;137,1586126;;;3,1;-3,1;15,5;4,1;98;577,3;"Snow; Heavy Rain; Overcast"
1945-09-28;;Near Chihkiang, China;Military - United States Army Air Force;;;Curtiss C-46D;20;20;;35,000074;104,999927;;;13,5;9,4;6,7;15,1;100;799,1;"Rain; Overcast"
1945-05-10;01:05:00;Lakeland, Florida;National Airlines;Miami ;Miami - Jacksonville;Lockheed 18 Lodestar;15;2;Crashed into a lake while attempting to execute a missed approach. The faulty execution of a missed approach procedure resulting in settling of the aircraft into a water area beyond the landing runway.;28,0394654;-81,9498042;25,7741566;-80,1935973;33,2;18,7;0,1;19,6;59;1007,9;"Rain; Mostly Cloudy"
1945-05-10;12:50:00;Elvetham, England;Military -Royal Air Force;England ;England - Prague;Consolidated LB-40-A Liberator;23;23;Cashed and burned shortly after takeoff after experiencing an engine fire in the No. 2 engine.;51,2932577;-0,8507922;52,5310214;-1,2649062;20,2;9,3;5,2;13,6;98;1009;"Rain; Overcast"
1945-07-10;00:30:00;Rennes, France;Military - Royal Air Force;London ;London - Cairo;Short Stirling IV;26;26;Lost altitude while in a turn and attempting to land and crashed and burned.;48,1113387;-1,6800198;51,5074456;-0,1277653;20,2;12,9;1,1;17,4;84;1008,1;"Rain; Overcast"
1945-10-13;20:45:00;Melsbroek, Belgium;Military -Royal Air Force;Belgium ;Belgium - India;Consolidated LB-30-A Liberator;31;31;The aircraft failed to gain speed or altitude and struck a hill at the end of the runway.;50,9170725;4,4758811;50,6402809;4,6667145;14,9;7,7;0,1;7,2;76;1027,5;"Rain; Mostly Cloudy"
1945-10-16;11:30:00;Near Peking, China;Military - U.S. Army Air Forces;Hankou ;Hankou - Peking;Curtiss-Wright C-46F-CU;59;59;Struck a radio transmission tower while on approach for landing at Nanyman field.;40,190632;116,412144;30,6216514;114,2494144;20,8;9,5;2,1;8,9;61;1016,4;"Rain; Mostly Cloudy"
1945-10-20;;Timor Sea, AtlantiOcean;Military - Royal Australian Air Force;Ambon, Indonesia ;Ambon, Indonesia - Darwin, Australia;Douglas C-47B;25;25;Disappeared en route.;-11,0667451;127,9598467;-3,6959434;128,178785;28,2;27,1;0,4;25,3;16;1010,6;"Rain; Clear"
1945-10-20;;Between Shanghi and Canton, China;China National Aviation Corporation;Shanghai ;Shanghai - Canton;Douglas C-47;31;31;Crashed into a mountain while en route.;35,000074;104,999927;31,2312707;121,4700152;12,2;3,2;0,3;17,6;45;806,5;"Rain; Partly Cloudy"
1945-10-23;;Near Chiringa, India;Military - Royal Air Force;;;Douglas C-47B;14;14;Penetrated a thunderstorm and broke-up.;34,0745293;-84,2941531;;;17,7;14,5;13,8;21,1;99;971,1;"Heavy Rain; Overcast"
1945-10-24;;Tarapoto, Peru;Faucett;;;Faucett F-19;5;5;Crashed on takeoff.;-6,4877198;-76,3598708;;;28;21,2;3,7;9,7;88;972,1;"Rain; Overcast"
1945-10-30;19:15:00;Chihchiang, China;Military - U.S. Army Air Forces;;;Curtiss-Wright C-46A-CK;50;45;Crashed and burned on takeoff striking a hill.  Possible engine failure or overloading.;35,000074;104,999927;;;5,9;-2,4;0,6;12,1;75;805,9;"Snow; Rain; Mostly Cloudy"
1945-01-11;15:30:00;Herrenalb, Germany;Military - U.S. Army Air Forces;;;Douglas C-47A-DK;30;26;The crew descended through low overcast to obtain their position.  Followed an river and crashed into wooded mountainside.  Navigator error in not informing the pilot of high terrain.;48,7822431;8,4471679;;;-8,4;-19,2;0;7,6;71;955,9;Mostly Cloudy
1945-03-11;02:00:00;Near Chuka, India;Military - U.S. Army Air Forces;Chabua ;Chabua - Karachi;Douglas C-54G;44;44;Crashed into the Himalaysas and burned while en route.;22,6090836;86,0195589;14,9274109;46,6084967;34,5;21,8;0;15,7;5;970,2;Clear
1945-08-11;20:00:00;Off Corpus Christi, Texas;Military - U.S. Navy / Military - U.S. Navy;;;Martin PBM-3S  / Martin PBM-5;27;22;The aircraft expierence a midair collision over Corpus Christi Bay while on a training flight.;27,7635302;-97,4033191;;;33,8;25,5;0;21,2;22;1011,5;Partly Cloudy
1945-09-11;20:00:00;Near Boccadi, Italy;Military - U.S. Army Air Forces;Athens ;Athens - Naples;Douglas C-47A-DL;24;24;The pilot radioed he was lost, shortly before impacting the ground while attempting to land in poor visibility.;42,6384261;12,674297;33,9597677;-83,376398;18,8;12;0,2;17,1;24;930,9;"Rain; Partly Cloudy"
1945-11-11;12:00:00;Near Picinisco, Italy;Military - U.S. Army Air Forces;France ;France - Athens;Boeing B-17G;20;20;The plane disappeared after the pilot radioed he was exeriencing heavy icing and asked to divert to Rome.  The plane was found 5 months later on Mt. Meta.;41,6462629;13,8677827;46,603354;1,8883335;6,4;1,1;13,6;7,9;77;919,2;"Heavy Rain; Mostly Cloudy"
1945-11-11;23:45:00;Near Castel, Libya;Military -Royal Air Force;;;Short Stirling;29;29;Crashed and burned after experiencing an engine fire.;32,3963246;15,0524913;;;27,1;14,4;0;18,6;11;1007,5;Clear
1945-11-11;;Himalayas;Military - U.S. Army;Chabau, India ;Chabau, India - Karachi, Pakistan;Douglas C-54;44;44;Crashed into a mountain ridge 200 ft. short of the summit, bounced over the top and crashed down the other side while  en route.;30,5231861;80,5727039;50,6034589;4,5079426;-8,8;-19,4;0;5,3;63;552,2;Mostly Cloudy
1945-11-15;09:14:00;New Britain Island, New Guinea;Military - Royal Australian Air Force;;;Douglas C-47 Dakota-DK;28;28;Crashed into a 7,000 ft. mountain, 150 feet below the ridge, shortly after taking off.;-5,2245897;151,5569677;;;22,1;18;18,9;4;100;901,7;"Heavy Rain; Overcast"
1945-11-22;10:00:00;White's Farm, England;Military -Royal Air Force;;;Consolidated LB-30A Liberator;27;27;The aircraft crashed into a hill shortly after takeoff after and  making a turn, before reaching the prescribed altitude.;53,4622595;-2,551901;;;10,8;7,3;0;14,5;94;1017,1;"Fog; Overcast"
1945-03-12;13:30:00;Near Rochefort , France;Military -Royal Air Force;India ;India - Cambridge, England;Consolidated LB-30A Liberator;28;28;Crashed in severe turbulence in thunderstorms after losing the right wing and breaking up.;45,9366592;-0,9616399;22,3511148;78,6677428;14,6;2,7;0;18,2;0;1029,6;Clear
1945-05-12;20:00:00;Off the Florida coast;Military - U.S. Navy;;;Five Grumman TBM Avengers;14;14;The five aircraft, (23307) (73209) (46325) (46094) (45714), flying out of the U.S. Naval Air Station at Fort Lauderdale, on a training mission,  became lost, ran out of fuel and crashed into the AtlantiOcean.  No trace of the planes were ever found. This was the incident that began the 'Bermuda Triangle' legend.;30,2158995;-81,375237;;;31,6;21,6;0;15;64;1013;Mostly Cloudy
1945-08-12;;Near Billings, Montana;Military - U.S. Army;Newark, N.J. ;Newark, N.J. - Seattle, WA;Douglas C-47;21;17;Crashed into a field after hitting trees while attempting to land in a snowstorm.;45,7874957;-108,49607;40,735657;-74,1723667;27,5;17,2;0,7;20,8;66;908,2;"Rain; Mostly Cloudy"
1945-12-18;10:10:00;Voksenkollen, Norway;Military - Royal Air Force;;;Douglas C-47B;17;15;Flew into the side of a hill.;59,9800631;10,6652973;;;0,8;-2,9;11,1;13,7;100;936,6;"Snow; Heavy Rain; Overcast"
1945-12-25;;Bangui, French Equatorial Africa;Air France;;;Lockheed 18 Lodestar;8;8;;4,3635118;18,5835913;;;35;18,5;0;16,8;36;967,9;Partly Cloudy
1945-12-30;21:13:00;New York City, New York;Eastern Air Lines;Philadelphia ;Philadelphia - New York City;Douglas DC-3;12;1;The pilot, in the belief that he was encountering engine trouble, attempted a landing despite a landing approach which was too high and too fast. Initial contact with the runway was made at a point which provided insufficient room for a landing roll and at an airspeed considerable in excess of normal. The pilot was unable to bring the aircraft to a stop in time to avoid overshooting the runway. The decision of the pilot in attempting a landing from an approach which was too high and too fast.;40,7127281;-74,0060152;39,9527237;-75,1635262;4;-2;0,5;15,3;76;1006,4;"Snow; Rain; Mostly Cloudy"
1946-06-01;03:59:00;Birmingham, Alabama;Pennsylvania Central Airlines;New York City ;New York City - Birmingham, AL;Douglas DC-3;11;3;In worsening weather conditions, the plane landed fast and high while making an instrument approach to Birmingham, overran the runway, crashed through the barrier fence and into a creek. The action of the pilot in committing himself to a landing from an approach which was too high and too fast.;33,5206824;-86,8024326;40,7127281;-74,0060152;23,9;20,6;10,1;15,1;100;989,1;"Heavy Rain; Overcast"
1946-09-01;;Changchun, China;Military - Chinese Air Force;;;Douglas C-47;18;18;;43,8844201;125,3180998;;;21;12,7;0;16;80;981,5;Overcast
1946-01-15;18:25:00;Marseilles, France;Military -Royal Air Force;;;Douglas C-47 Dakota;25;23;Crashed into a mountainside in a snowstorm.;47,0706778;3,0029271;;;-0,1;-3,7;0;27,5;2;1011,6;Clear
1946-01-18;11:03:00;Cheshire, Connecticut;Eastern Air Lines;New York ;New York - Boston;Douglas DC-3-201E;17;17;The aircraft lost control and spiraled into the ground after the No. 1 engine caught on fire and the left wing separated from the aircraft. The fire, caused by the failure of a fuel line or fuel line connection, led to failure of the left wing.;41,4989355;-72,9009925;40,7127281;-74,0060152;0,8;-6,6;0;17;33;999,7;Partly Cloudy
1946-01-19;;Crowsnest Pass, Alberta, Canada;Mililtary - Royal Canadian Air Force;Comox, BC ;Comox, BC - Greenwood,NS;Douglas DC-3 Dakota;7;7;Collided with Mt. Ptolemy while en route.;49,6189587;-114,4944274;49,6727575;-124,9276204;-0,7;-5,8;2,2;24,7;82;853,3;"Snow; Rain; Overcast"
1946-01-30;;Near Le Mans, France;Military - Royal Air Force;;;Douglas C-47B;11;11;;48,0073849;0,1967849;;;10,8;3,3;4,2;33,7;61;999,8;"Rain; Windy; Mostly Cloudy"
1946-01-31;02:47:00;Mt. Elk, Wyoming;United Air Lines;Boise ;Boise - Denver;Douglas DC-3-194H;21;21;The aircraft crashed into Elk Mountain after the crew made an unauthorized deviation from the prescribed route at an altitude insufficient to assure adequate clearance over Elk Mountain. Flight had originally filed for 13,000 ft.  But later amended the flight plan to 11,000 ft. Elk Mountain is 11,152 ft. MSL.;44,3261432;-106,9135744;43,6166163;-116,200886;-8,5;-19,2;0,8;21,6;61;767,6;"Snow; Rain; Mostly Cloudy"
1946-05-02;;Negros, Philippines;Military - U.S. Army Air Forces;Iloilo ;Iloilo - Cebu;Douglas C-47;20;20;Crashed into mountainous terrain while en route.;10,0206654;122,9771598;10,9522168;122,5799456;23,6;19,2;2,9;8,3;88;910,5;"Rain; Overcast"
1946-02-21;;Charlottetown, PE, Canada;British Overseas Airways;;;Consolidated 32-2 Liberator II;14;1;Crashed while attempting to land. Icing.;46,2354187;-63,1265388;;;-0,1;-7,9;3,4;47,7;96;985,5;"Snow; Rain; Windy; Overcast"
1946-03-03;08:12:00;Live Oak Springs, California;American Airlines;Dallas ;Dallas - Tucon - San Diego;Douglas DC-3-227B;27;27;While on approach to San Diego, the aircraft flew into Tierra Blanca Mountain at an altitude of 4,500 feet in fog, exploded and burned. The crew descended into instrument conditions to an altitude below that required to maintain clearance over Thing Mountain. The reason for the descent was not determined.;32,6906137;-116,334462;32,7762719;-96,7968559;16,8;4,1;1,7;31,2;45;879,2;"Rain; Windy; Partly Cloudy"
1946-05-03;;Near Prague, Czechoslovakia;Ceskoslovenske Aerolinie;Paris ;Paris - Prauge;Junkers JU-52/3m;14;10;Crashed while approaching Ruzyne Aerodome to land.;50,0918742;14,4089231;48,8588897;2,320041;22,9;11,1;3,4;16,2;50;989,6;"Rain; Mostly Cloudy"
1946-10-03;20:55:00;Off Hobart, Tasmania;Australian National Airways;Hobart ;Hobart - Melbourne;Douglas DC-3 (C-47DL);25;25;The aircraft crashed 10 mins after takeoff from Hobart. Inadvertent engagement of the autopilot instead of the fuel crossfeed.;-42,8825088;147,3281233;-42,8825088;147,3281233;13,2;7,3;0;17,6;71;1014,1;Mostly Cloudy
1946-03-17;;Near Nanking, China;Military - Chinese Air Force;Shanghai ;Shanghai - Nanking;;20;20;Crashed into mountainous terrain in low visibility while en route.;32,0438284;118,7788631;31,2312707;121,4700152;11;7,5;12,8;17,8;100;1010,1;"Heavy Rain; Overcast"
1946-03-18;;Between Chungking and Shanghai, China;China National Aviation Corporation;Chunking ;Chunking - Shanghai;;;;Disappeared while en route. Plane never located.;35,000074;104,999927;-20,4189204;118,6083298;3,6;-8;3,4;24,4;96;802,2;"Snow; Rain; Overcast"
1946-03-19;11:45:00;Hobart Mills, California;Military - U.S. Army Air Forces;Stockton, CA ;Stockton, CA - Ogden, UT;Douglas C-47B;26;26;The aircraft lost its right wing and disintegrated over Donner Summit for reasons unknown.;39,3984102;-120,1878187;37,9577016;-121,290779;1,4;-2,3;17,5;9,8;98;810,7;"Snow; Heavy Rain; Overcast"
1946-03-23;;Ceylon, Cocos Islands, Indian Ocean;British Overseas Airways /Qantas;Karachi ;Karachi - Australia;Avro 691 Lancastrian 1;10;10;Disappeared between Ceylon and the Cocos Islands while en route. Aircraft owned by BOAC and operated by both airlines on Sydney-London services (BOAC crews operated London-Karachi and Qantas crews Karachi-Sydney).;-9,9999999;69,9999999;24,8546842;67,0207055;26,6;25,5;8,3;11,4;50;1012;"Rain; Mostly Cloudy"
1946-05-04;11:15:00;Rabat, Malta;Military - Royal British Navy;;;Vickers Wellington bomber;4;4;The Wellington was engaged in exercises with a Spitfire fighter. The fighter was using the Wellington as a dummy target and the Wellington was to take evasive action. When the bomber was between 4,000 and 5,000 feet altitude, it turned to port and started diving at 20 degrees. It kept on loosing altitude till it crashed into houses in the center of Rabat. No distress signal was transmitted to either the fighter pilot or ground control.  The probable cause of the accident was leakage of hydraulifluid which somehow heated and released fumes in the cockpit rendering the crew unconcious.;35,8818906;14,3988213;;;16,9;16,1;0;22;1;987,2;Clear
1946-08-04;;Near Shensi, China;;Shensi ;Shensi - Yenan;;14;14;;35,5895959;109,3013107;35,5895959;109,3013107;25,8;16,4;37,3;15,8;98;892,8;"Heavy Rain; Overcast"
1946-04-22;;Liberiad, Nicaragua;TACA;;;;21;19;Crashed on takeoff.;12,3506436;-85,7841006;;;29,8;21,4;0,6;22,1;45;966,9;"Rain; Partly Cloudy"
1946-04-30;;Pindi-Khut ,India;Military - Royal Air Force;;;Douglas C-47A;12;12;Broke up in midair and crashed.;22,3511148;78,6677428;;;37,6;25,8;0;18;12;901,5;Clear
1946-10-05;;Munson, Florida;Military U.S. Navy / Military - U.S. Navy;;;PBY4-2 Privateer / PB4Y-2 Privateer;28;28;Collided in midair while a fighter made practice diving maneuvers on the formation.;30,8576858;-86,8730163;;;26,4;16,8;0;18,4;16;1012,1;Clear
